velX, 0	0.121500000000000,	0.384000000000000,	0.661500000000000,	0.864000000000001,	0.937500000000001,	0.864000000000001,	0.661500000000002,	0.384000000000002,	0.121500000000002,	0
velY, 0,	0.485999999999999,	1.53600000000000,	2.64600000000000,	3.45600000000000,	3.75000000000000,	3.45600000000001,	2.64600000000001,	1.53600000000001,	0.486000000000010,	0
omega, 0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
